City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
492,ciudad lazaro cardenas,17.9583,-102.2,300.98,55,1,1.24,MX,1706288907
493,fortuna,40.5982,-124.1573,286.34,80,100,8.23,US,1706288907
494,pachora,20.6667,75.35,295.04,28,88,3.68,IN,1706288907
495,castillos,-34.1667,-53.8333,299.72,48,11,5.96,UY,1706288908
496,sola,-13.8833,167.55,300.7,73,100,5.16,VU,1706288908
497,bharatpur,27.2167,77.4833,286.5,47,73,0.43,IN,1706288908
498,kirkuk,35.4681,44.3922,286.01,55,100,3.46,IQ,1706288908
499,namtsy,62.7161,129.6658,248.46,98,100,3.03,RU,1706288908
500,kriva palanka,42.2019,22.3319,273.13,84,31,1.62,MK,1706288908
501,east ballina,-28.8667,153.5833,298.37,95,50,4.37,AU,1706288909
502,roussillon,45.373,4.8073,286.27,84,100,2.31,FR,1706288909
503,lycksele,64.5954,18.6735,270.08,86,100,6.17,SE,1706288662
504,san juan,-31.5375,-68.5364,310.15,17,2,3.16,AR,1706288909
505,banes,20.9625,-75.7186,300.68,61,33,7.33,CU,1706288909
506,lubao,14.9167,120.55,296.19,80,47,3.06,PH,1706288909
507,guerrero negro,27.9769,-114.0611,291.01,71,78,1.51,MX,1706288909
508,tommot,58.9564,126.2925,257.37,95,100,3.48,RU,1706288909
509,upington,-28.4478,21.2561,306.93,22,79,5.03,ZA,1706288910
510,wladyslawowo,54.7909,18.4009,277.0,87,100,9.16,PL,1706288910
511,ilesa,7.6167,4.7333,305.87,16,3,0.86,NG,1706288910
512,bulungu,-4.55,18.6,297.41,86,68,1.26,CD,1706288910
513,mollendo,-17.0231,-72.0147,298.72,74,58,4.3,PE,1706288910
514,angaur state,6.906,134.13,299.28,80,100,6.41,PW,1706288910
515,port saint john's,-31.6229,29.5448,298.64,88,13,5.61,ZA,1706288911
516,kataba,13.9833,44.3833,290.75,62,20,0.84,YE,1706288911
517,bandarbeyla,9.4942,50.8122,298.72,77,76,4.09,SO,1706288866
518,mudgere,13.1333,75.6333,291.17,56,32,1.4,IN,1706288911
519,faya-largeau,17.9257,19.1043,292.02,20,100,8.01,TD,1706288911
520,talara,-4.5772,-81.2719,304.57,62,0,8.75,PE,1706288911
521,mournies,35.4764,24.0092,286.39,82,40,0.0,GR,1706288911
522,hun,29.1268,15.9477,289.03,50,0,4.09,LY,1706288912
523,dalkey,53.2783,-6.1003,281.66,75,20,5.14,IE,1706288912
524,hede,33.7681,120.2517,273.12,63,2,0.84,CN,1706288912
525,gardez,33.5974,69.2259,273.8,91,80,0.38,AF,1706288912
526,boa vista,2.8197,-60.6733,306.14,43,40,6.17,BR,1706288912
527,heidelberg,-26.5048,28.3592,302.56,36,62,3.55,ZA,1706288912
528,chinde,26.8418,88.0763,279.29,55,8,2.28,NP,1706288913
529,uusikaupunki,60.8004,21.4084,268.36,92,87,6.29,FI,1706288913
530,kill devil hills,36.0307,-75.676,298.15,89,40,4.12,US,1706288754
531,leer,53.2316,7.461,279.79,86,71,1.34,DE,1706288913
532,palikir - national government center,6.9248,158.1611,299.59,70,99,5.04,FM,1706288913
533,barra,-11.0894,-43.1417,297.38,85,100,1.57,BR,1706288913
534,pahlgam,34.0333,75.3333,268.14,86,78,3.55,IN,1706288913
535,coquimbo,-29.9533,-71.3436,293.63,71,75,3.01,CL,1706288914
536,aripuana,-9.1667,-60.6333,296.53,99,100,1.09,BR,1706288914
537,malvan,16.0667,73.4667,297.77,70,67,2.76,IN,1706288914
538,marsala,37.7966,12.4352,287.56,84,4,0.69,IT,1706288914
539,las varillas,-31.8721,-62.7195,306.59,22,6,5.57,AR,1706288914
540,auki,-8.7676,160.7034,297.82,81,100,1.59,SB,1706288914
541,san matias,-16.3667,-58.4,308.65,26,1,3.24,BO,1706288915
542,camayenne,9.535,-13.6878,301.54,60,1,5.58,GN,1706288801
543,mili,6.0815,171.735,300.54,81,100,7.96,MH,1706288915
544,gewane,10.1664,40.6453,305.32,23,6,5.35,ET,1706288915
545,ibshaway,29.358,30.6814,289.47,52,30,4.37,EG,1706288915
546,tazacorte,28.629,-17.9293,295.69,43,0,10.8,ES,1706288915
547,mugia,43.1041,-9.2179,287.54,86,100,5.92,ES,1706288915
548,suifenhe,44.4,131.1667,255.12,96,22,1.72,CN,1706288916
549,tual,-5.6667,132.75,301.27,80,100,8.03,ID,1706288916
550,balsas,-7.5325,-46.0356,298.16,88,100,2.4,BR,1706288916
551,sitia,35.2,26.0986,287.58,56,20,13.94,GR,1706288916
552,dhidhdhoo,6.8833,73.1,300.65,74,48,3.81,MV,1706288916
553,tromso,69.6496,18.957,270.16,68,0,6.17,NO,1706288916
554,cadale,2.7603,46.3222,299.53,87,15,6.31,SO,1706288916
555,lerwick,60.1545,-1.1494,280.15,78,70,12.88,GB,1706288917
556,tsetserleg,47.475,101.4542,254.8,77,5,2.62,MN,1706288917
557,dawei,14.0833,98.2,296.19,76,77,1.43,MM,1706288917
558,were ilu,10.6,39.4333,289.33,48,81,3.14,ET,1706288917
559,marsh harbour,26.5412,-77.0636,297.57,80,96,7.64,BS,1706288917
560,mao,39.8885,4.2658,290.46,59,0,2.06,ES,1706288918
561,saudarkrokur,65.7461,-19.6394,269.77,64,86,11.31,IS,1706288634
562,olsztyn,53.7799,20.4942,273.13,87,96,4.13,PL,1706288918
563,ola,59.5833,151.2833,254.48,80,100,3.65,RU,1706288918
564,tyup,42.7276,78.3648,268.68,89,100,2.04,KG,1706288918
565,sonoita,31.85,-112.8333,287.98,57,0,2.38,MX,1706288918
566,thunder bay,48.4001,-89.3168,274.21,90,100,0.94,CA,1706288829
567,frederiksvaerk,55.9707,12.0225,278.39,85,95,7.6,DK,1706288918
568,ghat,24.9647,10.1728,289.8,23,0,3.65,LY,1706288919
569,puerto francisco de orellana,-0.4667,-76.9667,305.18,55,0,2.06,EC,1706288919
570,mount pleasant,32.7941,-79.8626,299.33,79,0,3.09,US,1706288919
571,pithoro,25.5167,69.3833,291.85,20,79,3.79,PK,1706288919
572,ji'an,27.1172,114.9793,277.06,78,94,0.71,CN,1706288919
573,makokou,0.5738,12.8642,303.27,44,72,1.44,GA,1706288919
574,koulikoro,14.0,-7.75,304.36,9,2,5.14,ML,1706288920
575,essaouira,31.5125,-9.77,291.77,64,76,1.68,MA,1706288920
576,paramonga,-10.6667,-77.8333,299.31,72,54,3.92,PE,1706288920
577,broome,42.2506,-75.833,286.23,95,100,4.12,US,1706288920
578,khash,28.2211,61.2158,286.92,53,36,3.44,IR,1706288920
579,saynshand,44.8824,110.1163,250.3,95,6,1.59,MN,1706288920
580,murwillumbah,-28.3167,153.4,301.16,89,100,5.14,AU,1706288920
581,parthenay,46.6667,-0.4167,283.12,92,99,3.46,FR,1706288921
